text,label
omg! that is soooooooo cool!,0
i kno,0
"ahaha, minus the pedo part! :P",0
did u make that urself??,0
ofcourse,0
"woah, you are a legend!",0
thanks,0
:) how r u?,0
good u,0
im goooood :) asl?,0
i has no sex im pedo bear ^^,0
"gasp! im sorry, i should have remembered that haha :P",0
:),0
:P so what does pedo bear like doing?,0
rape little childern,0
"ohkk, n e particular age u prefer?",0
11-14,0
"ohkk, and why is that?",0
the pussy is right tight at that age wave x.x,0
ooooooo that makes sense....,0
very clever,0
i knoo,0
:) does pedo bear have n e particualr fav foods?,0
raspberrys?,0
anything u find in forest,0
do you steal picnic baskets like yogi bear?,0
nah hes gay,0
met him once,0
Krzysztof ?ªelechowski's e-mails read like poetry,0
or haikus,0
e.g.:,0
---,0
I am not sure I understand you correctly,0
but if this introduces the ability,0
to make the user agent,0
"report a different URL than the effective target,",0
"I should try sending an email to public-html or whatwg that's a pantoum sometime, just to see if someone notices",0
it is going to be a sweet candy for phishers.,0
(Newer browsers made this effect unavailable to scripts).,0
---,0
"actually, a pantoum is too obvious. too much repetition.",0
Maybe a sonnet?,0
"I've been trying to download the last 3 chunks of Elephants_Dream_HD.avi for hours now, why can't I get them are there so few people offering them and are they all so ocupied that just those 3 pieces are missing while the rest went pretty fast?",0
hi all,0
"lakcaj, hi",0
hey motorsep-work,0
"lakcaj, pm",0
"lakcaj, check pm please",0
Noone got any suggestion?,0
what entry do you mean? what`s hdiskpower7?,0
a physical volume,0
"Harddisk, Power(faster disks) 7(number 7) :P",0
scsi?,0
SAN,0
doesn`t this mean that you have two paths to the lun?,0
No,0
"It has 4 paths, but every disk have that",0
For good redundancy,0
perhaps it`s storage fault,0
Nope,0
We've checked it on that site :P,0
what type of multipathing you use?,0
MPIO ?,0
I must be honest to say that I dont know that part too well. So I cannot answer it. im sure our EMC-consult knows,0
if it matters much I can check :),0
it seems such problem couldn`t be solved via irc :),0
Well,0
nmon and oracles monitor seem to collect info somewhere in the OS,0
"and somewhere in the OS it's listing hdiskpower7 twice, hence it's duplicate",0
"though, checking around wher eI can think of it to be gives me, well, only one entry",0
i would remove this disk and import it again,0
Not possible :),0
It's a quite loaded production system :),0
"that`s the problem, anyway i`m not very familiar with EMC and its powerpaths",0
Hello.,0
the odbm or whatever it's name is doesnt seem to have two entries either...,0
What type of RAM slots RS/6000 station has?,0
"I have a chance to buy RS/6000 station 604E. It has 233MHZ processor, but without memory and disk.",0
And I wonder if it's hard to get those.,0
Coques: PowerPath device indeed,0
Rydekull try this if you haven`t done it yet.. /usr/sbin/powermt display dev=all,0
maybe it will tell you more,0
perhaps bad zoning on SAN..,0
"Coques: aye, and it will only show up once",0
"Coques: Really, I am 90% sure that the SAN is setup correctly, I cant ever be 100 percent, and we have a marginal there",0
"but considering they run around 250TB SAN for us, they are quite used on setting it up :P",0
"It's only on this machine, this disk is also used on anothe rmachine, no errors",0
and system can see this one disk twice as well?,0
or just oracle?,0
"well, lspv wont show it twice for example",0
"but somewhere where atleast both nmon, and oracles monitor thingie, looks, there it's show twice",0
I just need to find out where that is so I can figure why it's show twice there,0
i see,0
but i have no idea,0
you could try diag to check,0
check errpt also,0
maybe there`s duplicated entry in ODM,0
who knows :),0
"ahh, ODM, well, we've checked in it without finding anything",0
diag doesnt seem to work on the SAN-disks,0
errpt doesnt tell us anything,0
no idea,0
"so, have a nice investigation :)",0
"heh, thanks",0
i hope you know EMC utilities like inq / syminq,0
of course sym* group commands,0
hello,0
lo,0
"mrmowgli, I don't think there is any tutorials on ZBrush + Blender.. Use Sculp tool for Blender.. Almost ZBrush...",0
"I have, has some very irritating side effcts on the UI, but I mostly want it for the texture maps",0
you can use zbrush with blender???,0
Import and export .obj files and some mtl support,0
"Works well actually, with the exception of the the multi-resolution mesh kinds of scripts for Maya",0
And still not clear on some of the import and export settings in blender,0
"... is that a yes, or were you even talking to me?",0
Outcast: That was a yes,0
ahoy hoy,0
"lakcaj, hi",0
"lakcaj, how is it going?",0
"pretty good motorsep-work, how about you?",0
"lakcaj, same old.. updaed site.. drew 3 illustratios in pencil past weekend.. I'll put it up today..",0
"hey lakcaj, you ever been to DV?",0
nope,0
DV?,0
www.dreamviews.com,0
oh - I've thought of trying to have lucid dreams.  I think it would be very cool.,0
can you do it?,0
yup,0
^.^,0
Hrm.  Tricky.,0
"neighborlee, you still up for that game of nwn?",0
well,0
i'd LOVE to,0
but atm im not quite done with my work in field,0
ok :(,0
close but no cigar..im temporarily home is all..camew back to get our trailer for our next mowing client..BIG yard ;0heh,0
maby later tonight,0
but yeah..id love to tonight,0
def.ly,0
:),0
"we can play my MOD..its not 100% complete, but I think the quests are decent",0
and if something yo dont like..you can let me know and maybe we can work together to fix &amp;/or make new changes ;)),0
I could use the help frankly,0
anyway..tonight it is,0
PM,0
ok,0
Appolonius you know what i mean when i Camera outside  after that then i put in blender  when i want make on floor  then i add  mesh&gt; plane  that how know which right mesure and far or near  which and on Angle on floor also wall how know match exactly ???,0
&lt;byronfilmasl&gt; do know what  i mean?,0
No I don't,0
AJ_Z0: its 27km,0
:-),0
100m below switzerland,0
its kinda ironic how switzerland sells their 'green' rules and have the worlds biggest nuclear test facility under it hehe. fucking 3 eyed fish and 8 armed wigglemonkeys and stuff there soon i bet,0
"errm, particle physics and nuclear weapons aren't exactly the same thing",0
"PerterB: well, from what ive read, you cant go neer the collector/analyser for 15 years after its powered down :&gt;",0
thats scary enough,0
where did you read that?,0
"hmm, ok",0
nightswim: on the cern website,0
'somewhere',0
"and 15 years isnt that much, I dont imagine it to be much more dangerous than say, an X-ray machine in a hospital",0
nightswim: heh. no way,0
"I'm somewhat surprised... I know they plan to collide a lot of particles at very high energies, but most of the resultant particles are meant to have insanely short half-lives",0
"yeah, but its the equipment used to data collecting thats the issue",0
right,0
"is it possible to use pc keyboards on sun hardware, reason is i have a 1u rack mount keyboard i was hoping i could perhaps adapt for this netra t1125 the plug seems to be ps/2 however im not sure how compatible stuff is, any ideas? hopefully i can use the same keyboard via kvm for all the servers including the netra",0
"no, type5 is not ps/2",0
"ok, thanks",0
netras have framebuffers?,0
"this doesnt, though i may add one once i got it running",0
i have 1 spare slot,0
"its either that or i just go via server console to my other server like im doing now, then kvm is still ok",0
Fang_: You'll have to excuse me. It has been a while since I worked on one of the LEP experiments at CERN,0
:D,0
and what PerterB said. &quot;Nuclear&quot; physics meant a different thing back then,0
heh,0
"yeah, they pronounced it nu-clear back then instead of nukular",0
"<a href=""http://iownmymusic.org/"">http://iownmymusic.org/</a> <a href=""http://iownmydvds.org/"">http://iownmydvds.org/</a> .&quot;)",0
i wouldnt buy a house there in the neer future anyway:),0
If you're worried about that then you _really_ want to be careful about radon gas in your cellar,0
i dont have a cellar,0
"phew, that's a relief",0
im more intrested in plasma experiements anwyay,0
"slowly but surely building my very own magnifier coil, im looking at focusing plasma with magnets in the future, once i got my mag coil built:&gt;",0
"g4lt-U60: do you know what the serial console cable number is, can i go db9f-&gt;sun db25m? reason is so i can search for pinouts and solder up a cable",0
i just dont know what the cable would be called so i cant seach it,0
search even,0
there shouldn't be any reason you can't just get a db9-db25 straight through,0
or null modem is you want to for that matter,0
s/is/if/,0
"ok thats cool, wasnt 100% sure, i got a db9/25f -&gt; db9/25f so im converting to f/m",0
thanks alot,0
"I have an ATI Radeon 9200se vga. I'm having some difficulties with graphics. I'm wondering: if I change from ati to fglrx driver, does that affect opengl too?",0
"Offhand, I'd doubt it, since sun takes extreme pains to make each module hermetic.  ask alanc in #opensolaris for a definitive answer though",0
ok,0
also ati hardware is renounded for being a complete ass for drivers on every single platform,0
not windows,0
rbrown_: who uses that?,0
:D,0
me :-),0
xchat 2.6.4-1 Windows XP [Intel /1.73GHz],0
windows &gt; *,0
:-),0
my mac is busted so i'm use my old windows laptop,0
"netra t1125 psu's are a bitch to come out, ive undone ton of screws and something still holdign it in, i dont see what though",0
need to get it out to add ram,0
:/,0
+for,0
"aha, screw on the top sneeky sneeky, mind you, what else could i expect from a psu made in austria",0
hehe,0
any of you guys got any tips for ram identification?,0
"it has a sticker with a serial number, can i trace it via that?",0
sn:501313645134661,0
"ah i got it, its 128mb ram mt18dt8144g-6 was the right number",0
Dilbert got it right: &quot;Consult&quot; is what you get when combining &quot;con&quot; with &quot;insult&quot;,0
hehe,0
DataStream: thanks for the tip,0
anyone know if theres any specific rules regarding solaris and filesystem layouts in regards to slice numbers?,0
"I'm setting up my explicit partitioning in jumpstart, but i'm not sure if it's correct cos im specifying slices",0
asl?,0
13 female australia.,0
19 male usa,0
I&apos;ll need your social security number for further info ;),0
"It&apos;s morning there, right?",0
Sure,0
yea,0
0123456789,0
not that it matters if you&apos;re from australia,0
Congrats u won nothing Lol,0
What time is it there in the usa? :o,0
5 pm,0
on the west coast anyway,0
Ah,0
Wish i was there &gt;&lt; would&apos;ve been able to skip tutor,0
"Ahaha, well, I&apos;m technically a day behind you",0
it&apos;s saturday over there right?,0
it&apos;s still friday here,0
By the way,0
are you horny?,0
yea its saturday and na not really,0
Do you ever get horny?,0
Whenever im by myself and get bored lol,0
i m not a pervert,0
hello sir/miss,0
im not too chill,0
hello miss,0
me too,0
very well,0
but it rains,0
yeah,0
hmm i wish rain wood came to us,0
it so dry out here,0
hole winter non even one time raind,0
ooh,0
i wish too,0
:),0
ty miss,0
so correct me if im wrong ...,0
nooo,0
am not miss,0
:,0
:D,0
am a boy,0
ok boy,0
its the same,0
hey,0
hi,0
wat u up 2,0
nothing just at home,0
cool i think,0
yeah and you,0
listen 2 music,0
where,0
in my bed,0
masturbating?,0
no,0
jk,0
m/f,0
female,0
u?,0
a male,0
where you from,0
Maine,0
"huh, far up in the north",0
yah,0
were u from,0
south america,0
ecuador actualy,0
kk,0
hi,0
m/f?,0
heyy,0
what&apos;s up,0
m,0
and u ??,0
f,0
aha :),0
am 19 from Egypt,0
wbu ??,0
were a u from ?,0
Egypt :D,0
so good,0
what about u ??,0
i from brazil!,0
nice,0
wish to go there sometime,0
i want meet Egypt,0
how old are u ??,0
18,0
12,0
**,0
18*,0
sorry!,0
and you?,0
lol,0
am 19 :),0
its ok :),0
Hum......,0
it like,0
*-*-,0
by watch fake,0
hey,0
asl,0
16 u??,0
17,0
f/m?,0
m,0
u?,0
f,0
f&amp;,0
uk,0
f*,0
u??,0
usa,0
klkl,0
u got msn?,0
what are you here for baby?,0
nope =\,0
yahoo??,0
yeah..,0
add me,0
whats ur address?,0
<email/>,0
okay..,0
u added me?,0
yeahh..,0
hmm it hasnt come through wats urs??,0
ohhh... i dont have yahoo messenger! i just have a yahoo e-mail.,0
o rihgt,0
have u emailed me/?,0
i am (=,0
"send me a pci of urself, dirty if possible ;)",0
i cantt right now..,0
okk,0
looking at doing it soon though hopefully,0
Er... I guess that doesn't work.,0
Stupid complicated search.,0
you kissed me for nothing?,0
I did.,0
I'm sorry,0
linuxcrazy i believe the problem is linux o.o,0
"so, what doesn't work about it?",0
where *would* mysql.so be normally,0
"Well that selects the unique users for the day, but I need the users that are new.",0
So I need to count the total users that have a first stats_visit on that day.,0
so where min(date) for that user occurs on 2006-09-02?,0
"ok this is the guide I followed. leith, does it look correct?",0
https://help.ubuntu.com/community/ApacheMySQLPHP,0
Yeah.,0
"Which, again would be simple with a subselect.",0
AHA!!,0
found it!,0
didn't have ONE package installed,0
That'll learn you.,0
linuxcrazy: looks mostly right to me with a quick scan,0
"<a href=""http://hashmysql.org/paste/2608"">http://hashmysql.org/paste/2608</a>",0
brantley ^,0
On it.,0
"Self join, I see...",0
"My brain isn't ready for that, but I will go at it anyway.",0
"yes, as Leith said. Why, oh why, didn't we listen to Leith?",0
"hey in this line, should it be uncommented? extension_dir = &quot;/usr/lib/php5/20051025/mysql.so&quot;",0
I want mysql to work with php,0
it should be right?,0
extension_dir should just point to the directory with the libraries in,0
not to a specific .so,0
O,0
ok,0
whoops,0
ty,0
WOOHOO!,0
Snoyes: I don't understand the WHERE s2.id IS NULL,0
mysql is working,0
What's that for?,0
It's a LEFT join. So we'll get NULL values for any instances of s2 that don't satisfy the ON condition. Those happen to be the ones we want.,0
Because the ON condition says that the rows from s2 have to be less than the given date. Hence those are the old rows. Hence we don't want them.,0
Ohh,0
I see.,0
Snoyes: so Master-to-Slave replication could work over the Internet if there is enough bandwidth to exceed the average INSERT/UPDATE bandwidth on the master ?,0
even thought the Slave will lag behind somewhat ?,0
I don't see any particular reason why not.,0
"oki, makes sense to me",0
"it's only the INSERT/UPDATES that affect replication, if I understand the docs",0
anything that changes data or structure.,0
"insert, update, delete, create/alter/drop database/table, etc.",0
hi,0
oh oh oh,0
"DELETES, of course",0
table changes,0
yeah,0
DUH,0
so I have a query that gets the min and max year,0
"if you have made a column the primary key, there is no reason to make an index of it, right?",0
how can I get the quarterwhen the year was minimum and when the year was maximum ?,0
Hatake: making it a primary key requires an index to be made,0
(the primary index),0
"ok, thats what I thought",0
but you should not have to declare another index,0
SELECT QUARTER(MIN(someDate)) AS minQuarter...,0
(somebody correct me),0
"now, for example, Firstname, Surname, extention# as my primary key",0
and I'm going to make a select based on just the surname,0
should I declare an index of surname?,0
"well, yeah",0
to help with the speed of the query,0
"or, if you're going to mostly query by surname, make your primary key Surname, Firstname, Extension",0
I too am in my flopp years.,0
thanks snoyes/sneaky,0
whats the drawback to makeing indexs? just diskspace?,0
slower inserts/updates,0
deletes .. though in some cases if you have expensive where statements an index can speed up things even for updates/deletes,0
snoyes: the SELECT QUARTER(MIN(someDate)) AS minQuarter didn't work :(,0
I get null but the answer should be 1,0
show your full query and the result of SHOW CREATE TABLE for the table in question.,0
snoyes: select min(year) from quarterly_reports works just fine. (year is a column within the table),0
but usint select quarter(min(year)) as min_quarter from quarterly_reports didn't work :(,0
"oh - quarter needs a date, not just a year. Where is the month stored?",0
"I imagine SELECT QUARTER(MIN(CONCAT_WS('-', year, month, '01'))) would work. Maybe not uber efficient.",0
snoyes: no month is stored. I'm storing the year as a 4 digit column and the quarter is a 1 - 4 digit column,0
"oh, I thought you were trying to find the quarter of the date you had stored.  Ok, that's different.  What version of MySQL?",0
&quot;Buy AMD CPU now &amp; get free money clip &quot;,0
mysql 5,0
"SELECT year, quarter FROM quarterly_reports ORDER BY year, quarter ASC LIMIT 1",0
but the thing is that I'm summarizing info. so my beginning query is,0
why does mysql create a huge &quot;mysqld.sql&quot; file in /tmp,0
it's at 5.2 gigs presently,0
"select max(year) as max_year, min(year) as min_year from quarterly_reports",0
snoyes: so I'm only returning 1 row :(,0
can i make it not do this,0
oh it's a log,0
"SELECT max_year, max_quarter, min_year, min_quarter FROM (SELECT year AS max_year, quarter AS max_quarter FROM quarterly_reports ORDER BY year DESC, quarter DESC LIMIT 1) d1 JOIN (SELECT year AS min_year, quarter AS min_quarter FROM quarteryl_reports ORDER BY year, quarter LIMIT 1);",0
So if I try to delete from or drop a database it's just hanging...  Is there something I should do?,0
s/;/ d2;,0
Great Scot! My e-mail client just caught up with this thread: http://lists.w3.org/Archives/Public/public-html/2008Sep/thread.html#msg362,0
is glad hsivonen wrote up that response for the list.,0
LOL! http://www.paciellogroup.com/blog/misc/complexdatatable.html,0
"where you see LOL, I see more pain for implementors",0
"6d05f0c2942adc25946a4b02b37ffa00, I'm guessing any implementor would LOL at that table and therefore it won't get implemented.",0
:p,0
"like I said, I live in hope :)",0
I'm not sure what the status of aria-labelledby is,0
I do know people will misspell that attribute all the time,0
...and use it to associate things which are right next to each other,0
"yeah, sometimes I suspect these WAI groups of making things intentionally complicated",0
"for instance, when ARIA was still full of namespaces",0
"(and ARIA itself is highly problematic too, of course, in terms of ease of usage etc., though some of that is mitigated by libraries)",0
"6d05f0c2942adc25946a4b02b37ffa00, I guess they haven't taken the red pill yet? (http://annevankesteren.nl/2007/04/html-red-pill)",0
"hmm, #html-wg discussing ownage of rel= values",0
apparently the XHTML2 WG claims ownership,0
fortunately none of it really impacts anything,0
6d05f0c2942adc25946a4b02b37ffa00: that would be this email in case you missed it: http://lists.w3.org/Archives/Public/www-tag/2008Sep/0037.html,0
hah,0
hi,0
hi liz,1
what ya doin,0
nothing much...how have u been doin,1
ok,0
u,0
anything good,1
no,0
it's ok,1
what's wrong,1
finish ur homework,1
yea,0
good,1
mom workin,1
yea,0
what day she works,1
differnt ones she a nurse,0
oh ok,1
does she knows computer,1
she might check on ya;),1
lol no,0
hehehe,1
she dont get on here,0
why,0
ur room,1
yea,0
nice bedroom u got,1
its ok,0
may I sleep there..few hrs:d,1
mebee,0
hihi,1
j/k,1
so..study hard,1
ok,0
I might help ya,1
math i m ok,1
what r u good at,0
math I guess,1
ok,0
maybe have ur BF help ya out,1
;),1
i dont have bf,0
oh ok...,1
the EX one huh,1
the one finger ya,1
yea he is ex,0
how long was that,1
http://www.whatwg.org/specs/web-apps/current-work/multipage/ &lt;- is broken for me...,0
yeah i'm looking into it,0
use http://www.whatwg.org/specs/web-apps/current-work/complete/ for now instead,0
"69b0d3dfe919a6b860a9fac82de52a7e: I can't load the description of how to match A&gt;B in the presence of XBL into my head.  Given &lt;details&gt;&lt;summary/&gt;&lt;div&gt;&lt;/div&gt;&lt;/details&gt;, and &lt;template&gt;&lt;content includes=summary /&gt;&lt;div&gt;&lt;content /&gt;&lt;/div&gt;&lt;/template&gt;, does &quot;details&gt;div&quot; match the light-dom &lt;div&gt;, the shadow &lt;div&gt;, or both?",0
"off-hand, i dunno, i've paged all that out to long-term storage :-)",0
Dammit.,0
I wish you'd been writing in a proper algorithmic style back then.  Expressing an algorithm as a series of &quot;otherwise&quot; clauses in a paragraph is confusing.,0
yeah me too,0
"i don't recall that being especially difficult though, let me look",0
http://dev.w3.org/2006/xbl2/Overview.html#shadow-content-and-css,0
ok so we're given &lt;details&gt;&lt;summary/&gt;&lt;div&gt;&lt;/div&gt;&lt;/details&gt; and &lt;template&gt;&lt;content includes=summary /&gt;&lt;div&gt;&lt;content/&gt;&lt;/div&gt;&lt;/template&gt;,0
and the selector is &quot;details &gt; div&quot;,0
"ok, there are two potential &lt;div&gt;s that could match",0
"let's look at the first one, in the bound element dom",0
"it has a details parent, so it definitely matches, irrespective of xbl",0
now let's look at the other one,0
"its parent is a &lt;template&gt;, so that's what X is in the second paragraph...",0
&quot;allow-selectors-through&quot; is false by default,0
Assume that it's true.,0
oh,0
ok,0
ok so &quot;allow-selectors-through&quot; is true and we assume there's no other binding applying,0
so X becomes the bound element,0
"what is the bound element here, &lt;details&gt;?",0
Yeah.,0
"then yes, both &lt;div&gt;s match that selector.",0
That's crazy times.,0
i'm just answering your question dude,0
allow-selectors-through is crazytimes,0
you asked for it,0
I know.  ^_^  Still crazytimes.,0
if you have a problem with the answer you should speak to 69b0d3dfe919a6b860a9fac82de52a7e of 2003 and 2005 :-P,0
"69b0d3dfe919a6b860a9fac82de52a7e of 2011 is mentally ready to merge XBL into HTML and change everything in the process (though not ready in terms of available time, but that'll come)",0
I'll put this down on the &quot;Engineer with a time machine TODOs&quot; list.,0
warn the passengers of the Titanic? nah. pop a cap in Hitler's ass in 1938? nah. go talk to 69b0d3dfe919a6b860a9fac82de52a7e about XBL selector matching? HELL YEAH!,0
"The Hitler Conservation principle is well-known, so there's no reason to try to fix that.",0
dude if you're gonna warn me about xbl just warn me it still won't be implemented by 2011 so i can work on stuff that doesn't give me a headache :-P,0
(Any attempt to stop Hitler inevitably ends with WW2 still occurring in roughly the same or worse manner.),0
Indeed. Knock out Clemenceau in 1917 instead.,0
"Yeah, it could have been far worse - Hitler could have had dinosaurs",0
(http://www.dinodday.com/ - I like their posters),0
"ab7faae5d7b250ea8606486575f8f79c: Luckily, histories where that happens are usually the direct result of time-travelers, and so are fixable by other time-travelers.",0
"Maybe the reason time travel has never been invented is that whenever someone invents it, they mess up history, so the second person to invent time travel travels back to prevent the first person inventing it",0
at which point they become the first person and the cycle repeats,0
"Yup, and time-cycles eventually result in a quantum fluctuation wiping out the cycle entirely.",0
I liked the futurama where timetravel was only possible forward - and then they found that time repeats anyway,0
http://www.webdevout.net/test?0k,0
65325d50b2e25aca54bc871b89758c9c: what you describe as what you wouldn't do seems to me to be exactly what was done in both cases where it wasdone,0
"69b0d3dfe919a6b860a9fac82de52a7e: do you think the distinction between &quot;mix and match&quot; vs. &quot;something not proposed at all&quot; is a false one, or that the decisions in question were on the wrong side of that distinction?",0
(replies may be slow as I have a ton of bureaucratic paperwork to slog through tonight),0
"i was trying to say that they were on the wrong side, but i could probably argue the other thing as well :-)",0
"looking at the focus ring one more closely, i don't really understand what was decided",0
what's the return value of drawFocusRing() now?,0
a headache,0
decides to not try to figure out today and to wait til he gets around to actually implementing the decision,0
69b0d3dfe919a6b860a9fac82de52a7e: was it intended that canvas.getContext() cache a null return value from &quot;Return a new object for contextId&quot;? or was it assumed that it would never fail if the context is supported by the UA?,0
"(guessing it wasn't intended to receive null as a return value, since null usually isn't considered &quot;a new object&quot;)",0
looks,0
it can't cache null,0
"as you say, null is not a new object :-)",0
"(and firefox just crashed, so a minute of thrashing to restart it...)",0
should the abstract &quot;return a new object&quot; algorithm never return null?,0
getContext just doesn't seem to describe what happens on error--it seems like the &quot;primary context&quot; should also not be set on error,0
"(webgl returns null on error, which is why I care--it doesn't seem like that's valid)",0
the problem is for webgl context creation should be async,0
since it's heavyweight and can fail,0
2d context creation is assumed to be pretty lightweight and won't reasonably fail,0
"they do have &quot;context lost&quot;/&quot;context restored&quot; events, but they're used later",0
"i'm trying to convince them to do something saner, but that's hard to do when I can't tell what getContext actually wants them to do :)",0
"IMO: getContext should propagate exceptions from context creation, clear the &quot;primary context&quot; on exception if it was just set, and prohibit null as a return value entirely",0
what would you return in the case of a context initialization failure?,0
nothing--throw an exception,0
it's a synchronous failure,0
gotcha,0
so you'd have to block the call until you knew the context was ready,0
but I can't recommend that to webgl when getContext itself doesn't support it,0
it already has to do that,0
since webgl returns null if the context can't be created; now it would just throw an exception instead,0
right. which is unfortunate for webgl but orthogonal to your concern,0
"from talking with them this isn't totally set in stone, which is why I'm trying to nudge this towards something better before it is",0
(which is why I'm nagging hixie on IRC :),0
"06cb330920ae58e1614c9145d983b3d6: the abstract &quot;return a new object&quot; algorithm should never return null, it should return a new object. :-)",0
06cb330920ae58e1614c9145d983b3d6: how can there be an error?,0
webgl context creation can fail; it doesn't know if it can create a context until you try,0
why can it fail?,0
i don't understand how it could possibly fail,0
you just get an object back,0
what is there to fail,0
creating the context creates the OS OpenGL context; that may fail,0
(or other 3d library),0
"that's the UAs problem, it shouldn't expose such failures to web code",0
web pages aren't going to be able to do any thing useful if getContext() returns null,0
"anyway, gotta go for dinner, will be back in a few hours if you want to discuss further.",0
or mail me,0
later,0
later,0
http://www.youtube.com/watch?v=Z_sl99D2a18,0
Has anyone heard about any kind of management system for vim plugins/scripts?,0
I'm thinking along the lines of CPAN for perl.,0
"yeah, except instead of CPAN, it's called elinks or firefox or epiphany",0
I've started looking at the Vimball script and GetLatestVimScripts plugin.,0
"Well, downloading them is easy enough, but sometimes I don't want to track down the versions.",0
and some plugins are starting to need other plugins.,0
"Occasionally one plugin will need slightly different installation procedures, rather than just untarring/unzipping.",0
i made a python script to compare versions - used BeautifulSoup and was like 20 lines or so...,0
Did it pull in any dependencies?,0
no... how would it do that... it checked versions,0
Have you seen the GetLatestVimScripts plugin?,0
"<a href=""http://vim.sourceforge.net/scripts/script.php?script_id=642"">http://vim.sourceforge.net/scripts/script.php?script_id=642</a>",0
if [ $current_version -gt $(./vimscript-version taglist) ]; then blah; fi,0
"I've gotten spoiled by package management systems like Debian's apt, or Gentoo's emerge.",0
And those systems are slow to adopt vim plugins.,0
And even if people do write ebuilds and debs you'll still have users wanting a different setup for themselves.,0
I just thought Vimball and GetLatestVimScripts might be part of a larger initiative.,0
"I also thought about Makefiles for doing some of this and then I found: <a href=""http://www.a-a-p.org/"">http://www.a-a-p.org/</a>",0
"if anyone is interested... <a href=""http://www.jukie.net/~bart/scripts/tmp/vimdiff-over-unapplied-patch"">http://www.jukie.net/~bart/scripts/tmp/vimdiff-over-unapplied-patch</a>",0
"use case: you have a patch that you only want to apply, but you don't want to apply all of it",0
example: you went too long without commiting and you don't want to commit everything,0
it runs vimdiff over each of the files modified by the patch,0
interesting,0
"oh, it's actually git aware",0
I would make the name more intuitive though... something like &quot;incremental vimdiff&quot; or some such name,0
but you can fix that if you don't have git,0
"I put vimdiff first, otherwise I would never remember the name :)",0
"hmm, git-cat is required... <a href=""http://www.jukie.net/~bart/scripts/tmp/git-cat"">http://www.jukie.net/~bart/scripts/tmp/git-cat</a>",0
You guys have seen Yzis.org yet? pretty cool,0
"an editor inspired by vim split into an editing component with frontends for different things like IDE's, browser textboxes, etc",0
s/with/and/,0
Industrial: that's pretty neat.,0
"is there a way to change the current working directory in vim, so that :e will look in a different place?",0
LunarCrisis: :cd?,0
"ah, thanks, I was trying :!cd =)",0
LunarCrisis: works for me...,0
"that works, yay",0
"hello, how do I map ctrl+n to omnifunc?",0
in insert mode.,0
:h imap,0
what is the syntax for describing keypress and modifiers? what help page can I read about it?,0
:imap &lt;c-n&gt; &lt;c-x&gt;&lt;c-o&gt;,0
is ctr-x ctr-o what you want to do?,0
s/ctr/ctrl/g,0
yeah. thanks.,0
np,0
do I need to do something for it to load omnifuncs? it just says that ft-c-omni is not found.,0
see :h ft-c-omni,0
"hia, 'ft' locate t on the current line, is there the same command for partial word such as &quot;locate '&lt;tr&gt;' on current line&quot; ?",0
"hello, currently on vim 6.4 with ubuntu 6.06 (dapper) wondering if someone could point me to some decent ubuntu specific compile guide or 3rd party (FUNCTIONAL) binaries for (K)Ubuntu Dapper.",0
why do you need ubuntu specific compile guides?,0
because distro specific guides make me happy.,0
anything that works would be fine though :),0
getting sick of dealing with debian package maintainers screwing up stable and backported vim packages.,0
then stop using debian vim packages,0
ciaranm: exactly why i'm here :),0
and hit jamessan with a stick,0
:P,0
nah he's a cool guy.,0
"unix_infidel: <a href=""http://www.jukie.net/~bart/blog/vim7-from-source"">http://www.jukie.net/~bart/blog/vim7-from-source</a>",0
bartman: this will take care of vim-gnome/gtk/per/python as well?,0
"or is this only specific to the vim package, not runtime or common?",0
I think this is the vim-full package,0
hmmm. i'm going to need all of those :0,0
"unix_infidel: it is complete, (--with-x, etc...)",0
"opitzs: you are referring to that URL pasted above, yes?",0
unix_infidel: yes,0
"ahh, it looks like everything is there as per the flags.",0
unix_infidel: it seems to have it all,0
"opitzs: but shouldnt i do make install as root, that guide has $make install.",0
"unix_infidel: yeah, let me change that",0
"unix_infidel: yes, as root",0
:),0
bartman: you trying to break me?,0
yes,0
ok,0
as long as we are on the same page,0
unix_infidel: you may want to change -march=pentium-m -mtune=pentium-m --with-compiledby=&quot;<email/>&quot; and --program-suffix=7,0
the -m* are for gcc to optimize for my laptop cpu... your milage may vary,0
bartman: this is laptop as well.,0
"and yes, i'm being very careful with this tutorial, but thanks.",0
"then it's probably pentium-m, right?",0
unix_infidel: good,0
bartman: i should apt-get remove --purge vim first correct?,0
(Kubuntu 6.06),0
I have both installed,0
but you can remove the ubuntu one,0
"bartman: ahh, ok, i think i'll just setup an alias for the default prefix path you speced",0
I keep the old one just in case,0
:),0
"heh, going to make sure to not run that last line for fix install then :)",0
"hi, is ther e a command where i can put the cursor on the 'a' in 'ab' and get 'ba'? i've search for transpose, exchange, etc, in the help, no luck",0
xp,0
bartman: thanks :),0
np,0
what does np do?,0
^ that's not a command,0
HAHA,0
sorry.,0
haha,0
:D,0
great minds think alike :-P,0
"actually, np *is* a command, haa",0
I think everything in vim does *something*,0
yeah :),0
how does that go... put a thousand monkey infront of vim terminals...,0
s/monkey/monkeys/,0
and pretty soon you get emacs?,0
*LOL*,0
bloody hell is sf.net down AGAIN!,0
doh,0
bartman: can you checkout with that command you have in blog?,0
1 sec,0
